MAIN_ORG,ORGS,text,sentiments,score,month
169,LE GROUPE TIMAR,"['Timar international', 'RNPG']","Le groupe Timar a réalisé des résultats mitigés au premier semestre 2018. Son chiffre d’affaires consolidé s’est élevé à 244 millions de DH, en hausse de 3% sur un an. Ce résultat s’explique principalement par l’augmentation de l’activité «Route» au sein de Timar international (France), ainsi que les activités Afrique de l’Ouest (Sénégal) et Mali, indique le groupe de transport-logistique dans un communiqué.  
Le résultat d’exploitation, quant à lui, a totalisé 9,2 millions de DH, en baisse de 27% par rapport à la même période une année auparavant. Motif : tassement de la marge brute opérationnelle, liée aux activités de la filiale levage de la Côte d’Ivoire. 
Malgré l’amélioration du résultat financier, le Résultat Net Part du Groupe consolidé (RNPG) s’est établi à 4 millions de DH, en recul de 39% comparativement au 30 juin 2017. 
En social, le chiffre d’affaires du groupe s’est chiffré à 133 millions de DH, en progression de 5% sur un an. Cette performance est portée par l’activité «Route», qui a augmenté de 14%.  Malgré l’augmentation des charges du personnel due principalement à la formation et l’équipement, le résultat d’exploitation social a crû de 23% à 1,9 milliard de DH. Cette hausse se traduit par la performance opérationnelle de Timar. Dans ces conditions, le résultat net social a légèrement diminué à 2 millions de DH. Cette contreperformance s’explique par la baisse du résultat exceptionnel impacté par la décision de ne céder aucun matériel roulant au cours du semestre. 
Pour le restant de l’année, Timar va accélérer la mise en place de sa vision stratégique 2020.Celle-ci vise à renforcer ses positions sur ses cœurs de métiers, et de rendre profitable l’ensemble de ses autres activités. Le groupe réaffirme sa volonté de devenir un acteur de référence en Afrique du nord et de l’Ouest. 
 
",NEGATIVE,0.0,mai
170,SOCIÉTÉ GÉNÉRALE SG,"['Eqdom', 'AMMC']","Le gendarme du marché vient de viser une note d’information relative à l’émission par Société Générale (SG) d’un emprunt obligataire subordonné de 800 millions de DH. Selon un communiqué de l’Autorité marocaine du marché des capitaux (AMMC), cette opération porte sur l’émission de 8.000 obligations d’une valeur nominale de 100.000 DH. La maturité de l’emprunt est de 10 ans et le remboursement est in fine. La période des souscriptions est fixée du 19 au 21 juin inclus. 
Cette émission a pour principaux objectifs, le renforcement des fonds propres de la banque suite à l’acquisition de 34,95% du capital social d’Eqdom auprès de SG Financial Services Holding ainsi que le financement du développement de ses activités. 
Cette levée de fonds permettra en outre la diversification des sources de financement à long terme de SG et l’amélioration de ses coûts de financement avec la consolidation de son image vis-à-vis des principaux partenaires. 
À noter que les souscriptions sont toutes en numéraire quelle que soit la catégorie des souscripteurs. La limitation des souscriptions aux investisseurs qualifiés de droit marocain a pour principal objectif de faciliter la gestion des souscriptions sur le marché primaire. Ainsi, tout investisseur désirant acquérir ces obligations pourra s’en procurer sur le marché secondaire. 
Les souscripteurs peuvent formuler une ou plusieurs demandes de souscriptions en spécifiant le nombre de titres souhaité, le montant, la nature de la tranche et le taux souscrit en pourcentage. 
Ensuite, la banque est tenue de recueillir les ordres de souscription remplis et signés. En outre, tous les frais d’intermédiation relatifs à cette émission ainsi que tous les impôts et taxes demeurent à la charge des investisseurs. 
 
",POSITIVE,1.0,mai
171,SOCIÉTÉ GÉNÉRALE,no organisation,"Les réalisations de Société Générale Maroc au 1er semestre, y compris ses résultats, sont en phase avec sa stratégie Avenir 2019-2022. Les filiales de la banque affichent également de bons résultats.",POSITIVE,1.0,mai
172,GIVAUDAN,"['Ungerer & Company', 'Drom', 'Albert Vieille']","Le fabricant suisse d’arômes et de senteurs Givaudan finalise le rachat de l’entreprise américaine Ungerer & Company. Le montant de la transaction n’a pas été révélé, mais l’activité d’Ungerer aurait représenté environ 250 millions de dollars de chiffre d’affaires supplémentaire pour les résultats de Givaudan en 2019, sur une base pro forma. En tout cas, selon le groupe installé au Maroc à travers un centre d’excellence dédié aux arômes, «le financement sera assuré grâce à une extension de sa dette, et la transaction devrait être finalisée ce premier semestre 2020».
Givaudan va ainsi réaliser sa sixième acquisition de l’année, après Drom ou encore Albert Vieille. Le groupe vise une croissance de ses ventes comprise entre 4 et 5%. «L’acquisition d’Ungerer s’inscrit parfaitement dans la stratégie à long terme que nous avons définie pour notre cœur d’activité dédié aux arômes et aux parfums. Ungerer jouit d’une excellente réputation sur le marché grâce à la qualité de ses ingrédients de spécialités, ainsi qu’à la solide position qu’elle occupe dans le segment des clients locaux et régionaux à forte croissance», affirme Gilles Andrier, directeur général de Givaudan. 
Basée dans le New Jersey, la société Ungerer a été fondée il y a plus de 125 ans et est présente dans plus de 60 pays. Elle possède huit usines et six laboratoires de R&D, souligne Givaudan. Ungerer a acquis une solide position sur le marché dans tous les segments et s’est forgé une «excellente» réputation auprès de sa clientèle. Ses 650 collaborateurs vont permettre à Givaudan de consolider son leadership dans ses activités d’arômes et de parfums traditionnels. 
",POSITIVE,1.0,mai
173,HPS,no organisation,"Le groupe HPS maintient sa dynamique de croissance et affiche de bons résultats en 2018. Tous les voyants sont au vert pour le spécialiste marocain de l’édition des solutions de paiement électronique, qui compte se renforcer aux États-Unis cette année.",POSITIVE,1.0,mai
174,BMCE BANK OF AFRICA,no organisation,"Nouvelle distinction pour BMCE Bank of Africa. Le groupe bancaire a été primé, pour la deuxième année consécutive, par Top Employers Institute. Avec cette distinction internationale, Top Employer 2019, BBOA a été récompensé pour l’excellence de ses pratiques RH. Cette certification a été attribuée à la banque à l’issue d’un audit approfondi des normes RH appliquées à l’ensemble des processus que ce soit pour le recrutement, la formation, la gestion des carrières que l’épanouissement des collaborateurs dans l’exercice de leurs fonctions. n
",POSITIVE,1.0,mai
175,CAISSE DE DÉPÔT ET DE GESTION,"['Fipar-Holding', 'Acacia', 'Branches', 'Branche Développement territoriale', 'Branche Tourisme', 'Madaëf', 'Branche investissement']","La Caisse de dépôt et de gestion (CDG) renforce son architecture de pilotage. Elle vient de créer une nouvelle structure organisationnelle baptisée «Branche investissement». Celle-ci est portée par la holding «CDG Invest» et comprend dans son périmètre les filiales Fipar-Holding, Acacia Participations, CDG Capital Private Equity et CDG Capital Infrastructures. La création de cette branche Investissement a pour but de «permettre au Groupe CDG de développer son positionnement “Investisseur” tel que défini dans le cadre de son plan stratégique 2017-2022, dans les meilleures conditions de moyens, de cohérence et de lisibilité», indique le groupe dans un communiqué. 
Les structures organisationnelles dites «Branche» sont, elles, créées dans le cadre de la mise en œuvre de la nouvelle architecture de pilotage du Groupe CDG. Elles constituent une structure managériale par métier et pilotent des filiales opérant dans le même secteur d'activité. C’est dans cette logique que deux Branches avaient vu le jour en octobre 2017 : Branche Développement territoriale, portée par CDG Développement, et Branche Tourisme, portée par Madaëf. Pour rappel, la stratégie 2022 du Groupe CDG privilégie les modes d'intervention en tant qu’«Expert», «Co-Financeur» et «Investisseur» par rapport au mode «Opérateur» adopté pendant longtemps par le Groupe. Ces nouveaux modes permettent à la CDG de mieux répondre aux enjeux économiques du Royaume, notamment ceux liés à l’évolution de son modèle de développement, à la régionalisation avancée, à la transition énergétique et au développement durable. Le tout en lui permettant de consolider son modèle économique, d’accroître significativement ses capacités d’intervention et de mieux gérer ses risques. 
",POSITIVE,1.0,mai
176,LG ELECTRONICS,"['YouTube', 'Consumer Technology Association (CTA)']","LG Electronics dévoile sa gamme de téléviseurs Real 8K. Au total, huit téléviseurs ont été présentés au Salon international technologies grand public de Las Vegas, CES® 2020, qui se tient du 7 au 10 janvier. Cette nouvelle gamme comprend des téléviseurs LG Signature OLED 8K haut de gamme de 88 et 77 pouces (modèles 88 pouces/77 pouces OLED ZX) et des téléviseurs LG NanoCell avancés (modèles 75 pouces/65 pouces Nano99, 75 pouces/65 pouces Nano97 et 75 pouces/65 pouces Nano95). «Chaque modèle dépasse la nouvelle définition 8K Ultra HD officielle de l’industrie établie par la Consumer Technology Association (CTA)», indique la firme sud-coréenne.
Les téléviseurs de cette gamme sont également évolutifs et offrent la possibilité de lire du contenu 8K natif grâce à la prise en charge d’une large sélection de sources de contenu 8K à partir d’entrées numériques HDMI et USB, y compris des codecs tels que HEVC, VP9 et AV1. «Ce dernier est soutenu par les principaux fournisseurs de streaming, y compris YouTube», rappelle LG. Par ailleurs, ces téléviseurs prennent en charge la diffusion de contenu 8K à une vitesse rapide de 60 images par seconde et sont certifiés pour fournir 8K 60P via HDMI.
Équipée d’intelligence artificielle (IA), la nouvelle gamme tire parti de la technologie d’apprentissage en profondeur et se base sur un réseau intelligent d’apprentissage en profondeur. Ainsi, «les utilisateurs peuvent surveiller et contrôler les appareils IoT compatibles directement à partir du tableau de bord domestique du téléviseur, tandis que la commande vocale mains libres permet aux téléspectateurs de contrôler facilement plusieurs appareils connectés avec uniquement leur voix, même de l’autre côté de la pièce», affirme le fabricant. 
",POSITIVE,1.0,mai
177,MICROSOFT ET SAP,"['Microsoft', 'SAP', 'Cloud', 'Microsoft Azure', 'SAP S', 'Microsoft', 'SAP', '- 4HANA']","Microsoft et SAP comptent se renforcer sur le marché du cloud en Afrique francophone. Les deux entreprises ont signé un partenariat pour fournir une «toute nouvelle» offre dans le domaine du Cloud à ses clients présents dans cette région. Ainsi, les clients locaux pourront désormais utiliser, à partir de Microsoft Azure, la nouvelle plateforme intitulée SAP S - 4HANA. «Cette dernière offre de nombreux avantages : elle se caractérise, entre autres, par ses performances nettement plus importantes, ainsi que par sa productivité et par sa sécurité à toute épreuve», indiquent les deux partenaires dans un communiqué conjoint. Rappelons que Microsoft et SAP avaient déjà commencé conjointement par proposer une offre commune depuis novembre 2017. Celle-ci était destinée à promouvoir l'innovation et à encourager le développement d’un cloud qui soit complètement sécurisé. 
",POSITIVE,1.0,mai
178,CMI,"['l Barid Bank,', 'Attijariwafa bank', 'Banque Populaire', 'BMCE Bank', 'BMCI', 'CIH Bank', 'Crédit du', 'Maroc', 'Société Générale', 'Hyundai Creta', 'Agricole du Maroc']","Une transaction de seulement 96 DH sur TPE a valu un crossover à l’un des heureux gagnants de la grande Tombola organisée, en 2018, par le Centre monétique interbancaire (CMI) en partenariat avec 9 banques de la place (Al Barid Bank, Attijariwafa bank, Banque Populaire, BMCE Bank, BMCI, CIH Bank, Crédit du Maroc, Crédit Agricole du Maroc et Société Générale). La clé lui a été remise lors d’une cérémonie le 5 mars à Casablanca, où 9 voitures Hyundai Creta et 9 chèques de voyage d’une valeur de 10.000 DH chacun ont été attribués aux gagnants.
«L’ambition de cette opération réussie est de pousser les consommateurs à une utilisation plus intense de leurs cartes bancaires et d’inciter les plus réticents à en faire usage pour régler leurs achats au quotidien», explique au «Matin-Éco» Mikael Naciri, directeur général du CMI. Cette opération, qui a coûté quelques millions de DH, a concerné 2 millions de porteurs uniques. Le tirage au sort a eu lieu le 12 février dernier, en présence d’un notaire.
Notons qu’en janvier, 100 gagnants avaient été tirés au sort et avaient remporté des centaines de lots de smartphones, tablettes, machines à café et téléviseurs entre autres. Selon Naciri, «il n’y avait aucun enjeu sur le montant, seule l’utilisation de la carte a permis de participer à cette tombola».
Les tirages au sort ont porté sur 10 millions de transactions réalisées entre décembre 2018 et janvier 2019 pour un montant de 5 milliards de DH payés sur TPE, en ligne et chez les grands facturiers.
Cette soirée de remise des prix a mobilisé pratiquement toute la sphère bancaire avec les représentants des commerçants auprès desquels les transactions gagnantes ont été réalisées. « Chaque mois, ce sont 600 nouveaux commerçants qui viennent rejoindre le réseau CMI pour proposer ces paiements électroniques, renforçant ainsi le réseau CMI qui comprend à ce jour 45.000 commerçants à travers tout le pays», précise le DG du CMI. 
",POSITIVE,1.0,mai
179,AMMC,"['Décathlon', 'Décathlon Maroc', 'Proxyline', 'Décathlon régional', 'Decapro Maroc', 'Office des changes et du règlement intérieur']","Feu vert de l’Autorité marocaine du marché des capitaux (AMMC) pour l’augmentation de capital de Décathlon. L’opération consiste en la cession d’un maximum de 27.371 actions au prix unitaire de 197,284 DH. Les souscriptions ont été ouvertes hier et se sont achevées le même jour. Sont bénéficiaires de cette opération tous les salariés actifs des sociétés Decapro Maroc, Décathlon Maroc, Proxyline et Décathlon régional support, et ce, à la date d’ouverture de la période des souscriptions et sous réserve que le salarié fasse partie du groupe à la date de transfert des actions du compte de la société aux comptes des salariés. 
Les objectifs de cette opération sont, principalement, de permettre aux salariés de mobiliser leur énergie afin d’atteindre les objectifs de l’enseigne, développer le sens d’appartenance et renforcer l’intégration dans le groupe et enfin, fidéliser les salariés en leur permettant de se constituer un patrimoine.  Les bénéficiaires de cette opération remplissant les conditions d’ancienneté de 6 mois souscrivent un bulletin de souscription qui leur est fourni par les sociétés qui les emploient sur simple demande. Sur ce bulletin, le souscripteur mentionne son identité, adresse ainsi que le montant des souscriptions dans la limite des dispositions fixées par l’Office des changes et du règlement intérieur, ainsi que ses coordonnées bancaires. Le salarié devait souscrire au minimum une action, soit un montant minimum de 197,284 DH. 
Le règlement du montant des souscriptions des salariés éligibles se fait par chèque, virement vers le compte bancaire de la société employant le salarié ou par le biais d’un acompte sur salaire.
Les frais liés à l’Office sont estimés à 125.000 DH et sont à la charge de Decapro Maroc, Décathlon Maroc, Proxyline et Décathlon régional support. À l’exception des montants qui couvrent leurs souscriptions, les salariés participant à l’opération ne supportent aucune charge supplémentaire. 
",POSITIVE,1.0,mai
180,SOCIÉTÉ GÉNÉRALE,no organisation,"Les réalisations de Société Générale Maroc au 1er semestre, y compris ses résultats, sont en phase avec sa stratégie Avenir 2019-2022. Les filiales de la banque affichent également de bons résultats.",POSITIVE,1.0,mai
181,HEETCH MAROC,no organisation,"Après les 750.000 trajets assurés durant sa première année d'activité, Heetch Maroc ambitionne de monter à 80.000 par semaine en 2019. Un objectif que l'entreprise entend atteindre en investissant d'autres villes. La société mère, dont le chiffre d'affaires monterait à 200 millions d'euros en 2019, compte poursuivre son expansion africaine.",POSITIVE,1.0,mai
182,BMCI-BNP PARIBAS BANQUE,"['Corporate Banking', 'BNP Paribas Wealth', 'BMCI', 'Global Finance', 'Global Finance', 'Global Finance']","BMCI-BNP Paribas Banque Privée vient d’être élue «Meilleure Banque privée au Maroc» pour l’année 2019, par le magazine «Global Finance». La cérémonie de remise des prix a été organisée à New York le 5 février devant 100 dirigeants financiers internationaux. «Ce prix atteste du formidable travail fourni par les équipes depuis la création de BMCI-BNP Paribas Banque Privée en 2010 et conforte notre position de banque privée de référence au Maroc», a déclaré Soraya Mahfoud, directrice de la Banque privée du groupe BMCI. Selon le groupe, BMCI-BNP Paribas Banque Privée n’a cessé de grandir pour devenir aujourd’hui l’un des cœurs de métier de la BMCI. «Elle continue, d’ailleurs d’offrir un potentiel de croissance et de développement important», est-il souligné. À noter que le parc clientèle a été multiplié par deux, durant les quatre dernières années au moment où le volume des actifs financiers s’est accru de 50%. Cette performance est portée notamment par les synergies développées avec le Corporate Banking du groupe BMCI. Globalement, BNP Paribas Wealth Management a été primée 5 fois par «Global Finance» notamment en tant que «meilleure banque privée du monde». Le magazine «Global Finance» a sélectionné les lauréats en identifiant les équipes de gestion de patrimoine «qui répondent le plus efficacement aux besoins spécifiques de leurs clients tout en cherchant à améliorer, préserver et transmettre leur patrimoine.», précise le groupe BMCI. 
",POSITIVE,1.0,mai
183,RSE,no organisation," Des experts et des spécialistes en ressources humaines ont plaidé, samedi à Rabat, en faveur d'un modèle marocain propre en matière de responsabilité sociale des entreprises (RSE).
",POSITIVE,1.0,mai
184,LG,"['Alpha avancé', 'Dolby', 'Oled W8', 'ThinQ']","Le téléviseur vedette de la gamme LG Signature est disponible sur le marché marocain. Il s’agit de l'Oled W8, doté de la technologie exclusive d’intelligence artificielle ThinQ et un processeur Alpha avancé. «Il s’agit du plus fin téléviseur au monde et qui consolidera la position de LG sur le marché du haut de gamme», indique le groupe sud-coréen dans un communiqué. C’est le modèle le plus sophistiqué de la gamme «et du marché des téléviseurs avec sa conception Picture-on-Wall» et une épaisseur ne dépassant pas les 4 mm. Les utilisateurs pourront aussi bénéficier d'un rendu d'image «amélioré» et de couleurs plus précises, quel que soit l'angle de vision. Le téléviseur qui embarque également une barre de son compatible Dolby Atmos pour une qualité de son supérieure, promet une expérience de visionnage immersive. À noter que le marché mondial des téléviseurs Oled devrait atteindre 2,5 millions d’unités cette année, contre 1,6 million en 2017. 
 Pour surfer sur la tendance, LG peut compter sur son «héritage» en proposant cinq nouveaux modèles compatibles AI pour 2018. «Notre gamme de téléviseurs haut de gamme Oled 2018 démontre les plus grands progrès dans la technologie TV», a déclaré Richard Lee, directeur de la division Home Entertainment à LG Maroc. «LG continue d'être à l'avant-garde de l'industrie mondiale de l'affichage en offrant aux consommateurs la meilleure expérience visuelle, le Design le plus raffiné ainsi que les technologies les plus innovantes telles que LG ThinQ® AI. Le LG Signature Oled W est le modèle qui représente le mieux cette philosophie». 
",POSITIVE,1.0,mai
185,AUTORITÉ MAROCAINE DU MARCHÉ DES CAPITAUX,"['Marrakech Plaza', 'Risma', 'Risma', 'Marrakech Plaza', 'Risma', 'Marrakech Plaza', 'Marrakech Plaza', 'Risma', 'Marrakech Plaza', 'Risma', 'Marrakech Plaza']","C’est fait. L’Autorité marocaine du marché des capitaux (AMMC) a visé le 18 octobre la note d’information sur le projet de fusion-absorption de Marrakech Plaza par le groupe Risma. L’opération est soumise au régime de la fusion renonciation et ne donnera pas lieu à une augmentation de capital. Précision importante : ce régime particulier des fusions prévoit, sous réserve de respecter certaines règles de fond et de forme prévues par le législateur, que la plus-value nette réalisée à la suite de l’apport de l’ensemble des éléments de l’actif immobilisé ne soit pas imposée chez la société absorbée à condition que la société absorbante dépose au service local des impôts dont dépendent les sociétés fusionnées, en double exemplaire et dans un délai de 30 jours suivant la date de l’acte de la fusion, une déclaration écrite. L’opération sera proposée aux assemblées générales extraordinaires de Risma et Marrakech Plaza prévues pour le 1er novembre prochain. La fusion-absorption s’inscrit dans le cadre de la politique de simplification et de restructuration interne du groupe Risma. Elle n’aura pas d’impact sur la structure de l’actionnariat du groupe hôtelier et son montant est nul. 
Selon la convention de fusion, la valeur des actifs dont la transmission est prévue est estimée à plus de 1,129  milliard de DH. Quant aux passifs dont la prise en charge est prévue, ils sont évalués à plus de 406 millions de DH. Par ailleurs, l’actif net apporté par Marrakech Plaza s’établit à 723 millions. Du fait de la transmission universelle du patrimoine de Marrakech Plaza à Risma, la société absorbée se trouvera dissoute de plein droit par le seul fait de la réalisation définitive de la fusion, c'est-à-dire à l’issue des assemblées générales extraordinaires des deux entités. L’ensemble du passif de Marrakech Plaza devant être entièrement transmis à Risma, la dissolution de Marrakech Plaza du fait de la fusion ne sera suivie d’aucune opération de liquidation. 
",NEGATIVE,0.0,mai
186,BCP,['TPME'],"Le groupe Banque Centrale Populaire (BCP), qui affiche en 2018 un produit net bancaire de 17 milliards de DH pour un bénéfice net consolidé de 3,5 milliards, se fixe 4 priorités stratégiques cette année. Il s’agit de l’accélération du développement en Afrique, la consolidation de la transition digitale, la montée en puissance dans le financement des TPME et l’accompagnement des régions.",POSITIVE,1.0,mai
187,SG,no organisation,"Le groupe Société Général (SG) a dévoilé, mardi dernier, deux projets d’ajustements, l’un stratégique et l’autre opérationnel. Objectif, répondre aux attentes de ses clients en améliorant la rentabilité structurelle de ses activités. SG va concentrer son modèle de banque de grande clientèle sur les zones de force où elle dispose d’avantages compétitifs durables.",POSITIVE,1.0,mai
188,’OCP,['l’Organisation de coopération islamique (OCI)'],"Le Turkménistan fournira du soufre à l’OCP. Le groupe marocain et Turkmengaz ont signé un accord portant sur la fourniture d’un million de tonnes de soufre à l’OCP», a déclaré le ministre des Affaires étrangères du Turkménistan, Rashid Meredov, lors d’une séance de vidéoconférence du Cabinet des ministres turkmènes.
«Cet accord est d’une grande importance pour le renforcement de la coopération entre les pays, l’expansion des relations mutuellement bénéfiques et, par conséquent, l’intensification du partenariat politique et économique», a commenté Gurbanguly Berdimuhamedov, Président du Turkménistan.
L’accord a été conclu lors de la récente visite du ministre des Affaires étrangères Meredov à Rabat. Cette visite de deux jours est la première depuis que le Maroc et le Turkménistan ont établi des relations diplomatiques en 1992. Meredov faisait partie d’une délégation officielle dirigée par le Président Berdimuhamedov. 
Pendant cette rencontre, les deux délégations ont également exploré les possibilités de renforcer les relations économiques bilatérales. Ainsi, l’organisation de forums commerciaux conjoints a été au centre des discussions. Le renforcement de la coopération au sein des organisations internationales, en particulier aux Nations unies et à l’Organisation de coopération islamique (OCI), a également été à l’ordre du jour.
",POSITIVE,1.0,mai
189,CAISSE MAROCAINE DES RETRAITES CMR,"['CCG', 'BMCE Bank OF Africa', 'SEAF', 'USAID (Wise Venture Capital)', 'Autorité marocaine du marché des capitaux (AMMC) ', 'Caisse centrale de garantie (CCG)', 'eDukaty', 'MeilleurCreditImmo.ma', '3Dental']","La Caisse marocaine des retraites (CMR) vient de faire son entrée dans le capital de SEAF Morocco Growth Fund (SMGF). La CMR rejoint ainsi la CCG, BMCE Bank OF Africa, l’USAID (Wise Venture Capital) et le groupe américain SEAF, dans le tour de table du SMGF. Lancé en septembre 2018, le SMGF est un fonds d’investissement, agréé par l’Autorité marocaine du marché des capitaux (AMMC) et ayant le statut de Société de placement collectif en capital. Sa création s’inscrit dans le cadre du «Fonds Innov Invest (FII)» géré par la Caisse centrale de garantie (CCG) pour promouvoir l’entrepreneuriat innovant. «Dans un contexte des marchés financiers marqué par une forte baisse des rendements obligataires, il était nécessaire, pour nous, de chercher d’autres alternatives de placement afin que nous puissions améliorer, davantage, le rendement de nos investissements. Nous pensons, avec conviction, que le marché du capital risque offre, aujourd’hui, des rendements plus intéressants et une réelle opportunité pour les investisseurs institutionnels de contribuer au développement et à l’essor de notre économie. C’est dans cet esprit qu’intervient cette prise de participation dans le Fonds SMGF», souligne dans un communiqué Lotfi Boujendar, directeur de la CMR. Un an après son lancement, le fonds a réalisé 3 investissements : 3Dental, une Healthtech spécialisée dans la dentisterie digitale ; 
eDukaty, une Edtech spécialisée dans les classes virtuelles et MeilleurCreditImmo.ma, comparateur et courtier de crédits immobiliers 100% en ligne. Le fonds prévoit deux nouveaux investissements dans les secteurs de la fintech et l’agritech avant la fin d’année. 
",POSITIVE,1.0,mai
190,HEETCH,"['Heetch', 'Fiddek', 'aéroport Mohammed V.']","Déjà un an d’existence au Maroc pour la start-up française Heetch. Ayant démarré ses activités à Casablanca, l’entreprise s’est ensuite installée à Rabat en septembre dernier. Et ce n’est pas fini. La flotte de 4.200 taxis sous Heetch sera bientôt étoffée par son implantation «très prochaine» à Marrakech. Et elle ne compte pas s'arrêter là puisque «d'autres sites sont dès à présent étudiés», annonce la plateforme. 
À travers son application «Fiddek», l’entreprise permet aux usagers, par le biais d'un terminal mobile et d'une connexion internet, d’enregistrer leurs lieux de départ et d'arrivée, avant d’être mis en relation avec des taxis partenaires de Heetch. 
Fonctionnant 24 h/24 et 7 j/7, ce service se décline en deux catégories : les taxis «Fiddek rouges», opérant dans l'espace urbain, et les taxis «Fiddek blancs», qui assurent les liaisons en dehors de ce périmètre, comme le trajet Casablanca – aéroport Mohammed V. Les usagers paient un tarif identique à celui indiqué par le compteur, majoré de 5 DH TTC par course.
Déterminé à l’avance, «ce tarif est fixe de jour comme de nuit et garantit aux passagers une qualité de service et de confort unique (sécurité, propreté, convivialité...) que tous les taxis partenaires labellisés “Fiddek” s’engagent à offrir», assure l'entreprise. 
 
",POSITIVE,1.0,mai
191,CAISSE DE DÉPÔT ET DE GESTION CDG,no organisation,"Bons résultats pour la Caisse de dépôt et de gestion (CDG) au 3e trimestre. Son produit net bancaire a plus que doublé sur un an pour atteindre 5,86 milliards de DH à fin septembre dernier. Cette croissance s’explique entre autres par la progression de marge d’intérêt du groupe qui ressort à 310,42 millions de DH, soit une hausse de 171,55%. Sa marge sur commission recule légèrement en revanche pour se situer à 368,11 millions de DH. 
En outre, les charges générales d’exploitation atteignent 3,03 milliards de DH. Les dotations aux amortissements, elles, se situent à 579,85 millions de DH.
Le groupe affiche un résultat brut d’exploitation de 2,25 milliards de DH, contre un résultat négatif de 74,71 millions de DH un an plus tôt. Son coût du risque a, pour sa part, plus que doublé : 
263,22 millions de DH contre 122,68 millions de DH au 3e trimestre 2018.
Le résultat avant impôt a presque dix fois augmenté en un an, avec 2,27 milliards de DH (232,21 millions au 3e trimestre 2018). Le résultat Net, enfin, se situe à 258,58 millions de DH, soit une croissance de 47,7% sur un an. 
",POSITIVE,1.0,mai
192,BOSCH REXROTH,['Bosch'],"Bosch Rexroth, division de l’allemand Bosch spécialisée en applications mobiles, ingénierie et applications de machines et en automatisation des usines, a inauguré, le 1er octobre 2019 sa filiale marocaine Bosch Rexroth Morocco. «C’est un grand jour pour nous et nous nous réjouissons de cette inauguration. Nous croyons au marché marocain et nous voulons être plus près de nos clients. Cette implantation s’inscrit dans le plan de croissance de Bosch Rexroth en Afrique et je suis très confiant quant à la croissance de notre filiale marocaine», a déclaré au Matin-Eco Adnene Gharbi, DG Bosch Rexroth Afrique du Nord. La filiale marocaine servira en effet de plateforme et de hub pour l’Afrique du Nord et chapeautera ainsi les marchés algérien, tunisien, libyen et égyptien. Les secteurs ciblés sont l’automotive, le ciment, le pharmaceutique, la métallurgie, les mines, l’énergie, les phosphates et l’aéronautique et le BTP, entre autres. D’autres investissements sont prévus par le groupe, notamment un atelier de réparation des produits, nous confie le top management de Bosch Rexroth Morocco. Le site qui occupe actuellement une superficie de 1.100 m2 devra connaître une extension dans quelques mois. Outre cette nouvelle plateforme de stockage et de service après-vente, Bosch Rexroth envisage-t-il un investissement greenfield dans le Royaume ? Pas pour le moment, répond le top management, la masse critique justifiant un tel investissement n’étant pas actuellement atteinte au Maroc. Ceci dit, les perspectives seraient prometteuses pour Bosch Rexroth Morocco qui table sur un chiffre d’affaires de 30 millions de dirhams au Maroc pour l’année en cours, nous confie Gharbi. Un chiffre qui devra augmenter considérablement à moyen terme grâce à ce nouvel investissement et au développement «exemplaire» de l’industrie automobile, nous déclare le responsable de la région Afrique du Nord. 
",POSITIVE,1.0,mai
193,CMA CGM,"['Bourse de Francfort', 'Hapag-Lloyd']","Le français CMA CGM, numéro trois mondial du transport maritime de fret, a approché l’allemand Hapag-Lloyd, numéro cinq mondial du même secteur, pour réfléchir à une fusion. C’est ce que révèlent des sources financières citées par Reuters. Une proposition qui n’a, toutefois, pas été appréciée par les principaux actionnaires de Hapag-Lloyd, selon les mêmes sources. L'éventuelle fusion s'effectuerait par échange d’actions, d’après trois sources financières, citées par Reuters.
Les réactions du marché ne se sont pas fait attendre. L’action Hapag-Lloyd a, en effet, bondi de plus de 11% à la Bourse de Francfort à la suite de cette information de Reuters. Elle gagnait encore 5,79% à 13 h 48 GMT lundi. Cette tentative de CMA CGM serait liée, selon ces sources financières, aux difficultés du secteur, contraignant ses principaux acteurs à rechercher des alliances. Le transport maritime de conteneurs est, en effet, confronté depuis près de 10 ans à des problèmes de surcapacités qui ont provoqué la pire crise jamais vue dans le secteur, avec des entreprises condamnées à disparaître et d’autres contraintes de rechercher des alliances pour parvenir à des économies d’échelle, note Reuters. Déjà touché de plein fouet par le ralentissement des échanges internationaux à la suite de la crise financière de 2007-2009, le secteur est à nouveau fragilisé par l’aggravation des tensions commerciales entre les États-Unis et la Chine, qui rend plus incertaine l’évolution des liaisons maritimes. 
",NEGATIVE,0.0,mai
